Title,Company,Rating,Reviews,Experience,Salary,Location,Job_Description,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Posted_On,Category,Exp_Min_Years,Salary_Mid_LPA,City
Mobile Application Developer,Novum Global Consultancy,,,1-5 Yrs,4-6 Lacs PA,Bengaluru,Role & responsibilities - To develop iOS and/or Android application- To collaborate and...,Mobile Application Development,Ios Development,Android Mobile Application Development,Mobile development,Development,Application,Android,Io,17 Days Ago,Engineering_Software_QA,1.0,5.0,Bengaluru
Magento Developer with PHP (Senior-Level) Immedidate joiners,Keylent,4.1,4  Reviews,6-7 Yrs,Not disclosed,Hyderabad,Experience with complete eCommerce lifecycle development,Javascript,Html/Css,MySQL,php,magento,CSS,HTML,Development,19 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
Urgent requirement For Vuejs with PHP Laravel (Senior level),Keylent,4.1,4  Reviews,5-8 Yrs,Not disclosed,Hyderabad,Optimize components for maximum performance across a vast array of web-capable devices ...,Ui/Ux,Vue.Js,Php Laravel,Laravel,Html/Css,PHP,,,19 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Urgent requirement For Vuejs with PHP Laravel (Mid level),Keylent,4.1,4  Reviews,3-5 Yrs,Not disclosed,Hyderabad,Optimize components for maximum performance across a vast array of web-capable devices ...,Ui/Ux,Vue.Js,Php Laravel,Laravel,Html/Css,PHP,,,19 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Urgent requirement For QA lead (Only Immediate joiners),Keylent,4.1,4  Reviews,6-7 Yrs,Not disclosed,Hyderabad,"Proven experience in manual software testing, with a minimum of 3 years in a leadership...",Web Application Testing,QA Lead,Mobile Testing,Manual Testing,Web Testing,API Testing,Web application,Web technologies,19 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
Senior Full Stack Software Engineer - Java,Accurate Background,3.4,61  Reviews,5-7 Yrs,15-25 Lacs PA,"Hybrid - Hyderabad, Telangana(Kondapur)",5+ years of system development experience using the following technologies: Java i18n P...,Fullstack Development,MongoDB,Spring Boot,Angular,Restfui Web Services,SOAP,Java,Web technologies,19 Days Ago,Engineering_Software_QA,5.0,20.0,Hyderabad
Mobile Application Developer(React Native)_remote_Immediate joiner,Guidesly,2.5,5  Reviews,8-13 Yrs,10-20 Lacs PA,Remote,"Proficiency in backend development using AWS stack including Lambda, EC2, Elasticache, ...",Ios Development,Javascript,React Native,aws,Mobile Application Development,Android Application Development,Aws Lambda,Mobile Development,17 Days Ago,Engineering_Software_QA,8.0,15.0,Remote
Sr. Dev Engineer - React ( 4 To 8 Yrs) - Remote,TechnoIdentity,4.2,37  Reviews,4-8 Yrs,Not disclosed,Remote,"Requirements: BS / MS/PhD in Computer Science, a related field, or equivalent work expe...",React JS,Typescript,Javascript,Dev,Remote,React.js,SR,,20 Days Ago,Engineering_Software_QA,4.0,,Remote
Full Stack .Net Developer,ZuciTech Software Solutions,4.3,20  Reviews,6-11 Yrs,Not disclosed,Remote,"6+ years of experience in web developmentProven experience with .NET Core, Angular, and...",Dotnet Development,.Net Core,SQL Server,Angular,Stack,Server,Full Stack,Development,25 Days Ago,Engineering_Software_QA,6.0,,Remote
Devops Engineer,Rrootshell Technologiiss,4.0,27  Reviews,8-12 Yrs,Not disclosed,Remote,". 5 + Years of Experience in DevOps, Automation, AWS, GCP, Python",GCP,Ansible,Devops,AWS,Python,Automation Tools,Terraform,Github,30 Days Ago,Engineering_Software_QA,8.0,,Remote
Senior Software Engineer (.Net),Envoy Global,,,6-10 Yrs,Not disclosed,Hyderabad,"Minimum 5+ years of strong programming experience on .NET platform, Microsoft Tech Stac...",ASP.NET,.Net,SQL,C#,Entity Framework,React.Js,Angular,Software,28 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
Outsystems developer-Application Support & Maintenance_Hyderabad,Resolve Tech Solutions,4.4,9  Reviews,4-9 Yrs,Not disclosed,Hyderabad,The resources should have really good SQL Querying skills . Resources will work India b...,Outsystems,C#,Integration,.net,Maintenance,support,SQL,,15 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Senior Salesforce Developer,Ringcentral,4.0,27  Reviews,7-12 Yrs,35-70 Lacs PA,Hybrid - Bengaluru,"Database Skills : Hands-on experience with SQL or other databases, demonstrating your a...",sosl,Lightning Framework,apex,Salesforce Integration,Salesforce Sales Cloud,Quote To Cash,soql,Lightning,12 Days Ago,Engineering_Software_QA,7.0,52.5,Bengaluru
.NET Frontend Developer,NB Healthcare Technologies,3.1,27  Reviews,4-8 Yrs,Not disclosed,Hyderabad(Madhapur +1),Role: .NET Frontend Developer . Employment: Full time . 100% Work from office . Intervi...,.Net Core,Javascript,React.Js,Reacts Js,Frontend Development,.Net,Development,Front end,17 Days Ago,Engineering_Software_QA,4.0,,Hyderabad(Madhapur +1)
Senior Software Test Engineer,Processmap,3.8,33  Reviews,6-10 Yrs,Not disclosed,Hybrid - Hyderabad,"Role & responsibilities As a Senior Software Test Engineer, you will be an integral par...",Performance Testing,Load Runner,JMeter,Jenkins,Grafana,Load,Runner,Software,27 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
BI developer,Keylent,4.1,4  Reviews,3-5 Yrs,Not disclosed,Hyderabad,"Minimum of 3 years of experience as a BI Developer, with a focus on SQLProficient in de...",Power Bi,Microsoft Sql Server Database,SQL Queries,Tableau,SQL Scripting,SQL,SQL Server Database,Bi,7 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Azure Devops with AI,Keylent,4.1,4  Reviews,3-5 Yrs,Not disclosed,Hyderabad,Minimum of 3-5 years of experience working with Azure DevOps and AI technologies Hands-...,Tensorflow,Pytorch,Docker,Kubernates,Azure Devops,Microsoft Azure,Azure Machine Learning,Devops,19 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Sr. Software Engineer,Prodigy Technovations,4.0,8  Reviews,6-8 Yrs,Not disclosed,Bengaluru(BTM Layout),BE in Electronics or Computer Science from a reputed college. Preferably M Tech in Comp...,C#,C++,PCIE,WPF,.Net,Protocols,Windows OS,Ufs,17 Days Ago,Engineering_Software_QA,6.0,,Bengaluru(BTM Layout)
Cloud Migration Engineer,Techwave Consulting,3.9,306  Reviews,7-12 Yrs,Not disclosed,Hyderabad,Organization : TECHWAVE (http://www.techwave.net/)Requirement : Cloud Migration Enginee...,Azure Migrate,Networking,Azure Cloud,Azure Solutions Architect,Azure Database Migration Service,Storage,Architecture,Migration,18 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
Sharepoint Developer,Keylent,4.1,4  Reviews,4-6 Yrs,Not disclosed,Hyderabad,"Proven experience as a SharePoint Developer, with a solid understanding of SharePoint a...",Sharepoint Designer,Sharepoint Framework,Sharepoint Development,Sharepoint Online Development,Sharepoint Server,CSS,Javascript,HTML,5 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Angular Full Stack Developer - Immediate Joiners Preferred,Clean Harbors,3.6,211  Reviews,7-10 Yrs,Not disclosed,Hyderabad,Job Title: Senior Angular Fullstack DeveloperExperience: 7+ YearsLocation: HyderabadWor...,Angularjs,Azure,Agile,Node.Js,MongoDB,GIT,MySQL,Express.js,11 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
Gcp Data Engineer,Datametica,3.8,297  Reviews,3-6 Yrs,4-9 Lacs PA,Hyderabad,Exp: 4-10 YearsWe at Datametica Solutions Private Limited are looking for GCP Data Eng...,Airflow,GCP,Bigquery,Data Flow,Python,Dataproc,SQL,Data,6 Days Ago,Engineering_Software_QA,3.0,6.5,Hyderabad
Senior Back-end Developer - Magento,Echidna Software,3.9,28  Reviews,6-8 Yrs,Not disclosed,Hybrid - Bengaluru(Ashok Nagar +1),Magento 0 Professional / Associate Developer Certification is a plus Proficient in PHP7...,themes,Magento,PHP,MVC,Plugins,OOAD,API,Development,8 Days Ago,Engineering_Software_QA,6.0,,Bengaluru(Ashok Nagar +1)
Magento Frontend Developer,Echidna Software,3.9,28  Reviews,2-4 Yrs,Not disclosed,Hybrid - Bengaluru(Ashok Nagar +1),"Proficient in HTML, CSS, LESS / SASS, JS, JSON & XML Require JS, Knockout JS, Underscor...",CSS,Sass,HTML,magento 2,Phpstorm,UI,Cs,SAS,8 Days Ago,Engineering_Software_QA,2.0,,Bengaluru(Ashok Nagar +1)
QA Mobile Automation Engineer with Appium / Mobile Apps Test Engineer,Clean Harbors,3.6,211  Reviews,5-10 Yrs,Not disclosed,Hyderabad,Prior experience in software testing and agile development methodologies . A combinatio...,Mobile Automation Testing,Appium,Java,Android studio,Xcode,Python,Automation,Quality assurance,11 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
.NET Developer,Welldoc Software,3.5,23  Reviews,5-9 Yrs,Not disclosed,Hybrid - Bengaluru,Job OverviewDesign and build MS Net framework-based web applications and APIs Coding us...,Web Api,.Net Core,Asp.net,C#,Authorization,ADO.Net,Authentication,SQL Server,23 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Solution Architect,Orbitouch Outsourcing,5.0,5  Reviews,8-13 Yrs,20-35 Lacs PA,Hyderabad,Solution Architecture Cloud Implementation Presentation Skills Technical Expertise Cont...,Solution Architecting,Ui/Ux,Azure Cloud,Cloud,aws,Architecture,Microsoft Azure,Architecting,9 Days Ago,Engineering_Software_QA,8.0,27.5,Hyderabad
Senior Software Engineer - C++,Anjanaire Technologies,,,6-8 Yrs,Not disclosed,Hybrid - Bengaluru,"C++ Programming Language:  Fluent with concepts of C++, e.g., constructs, strings, poi...",C++,Multithreading,OOPS,Software,Senior,,,,9 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Microsoft Dynamics Architect,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,"Evaluate, design, and implement Microsoft Dynamics 365 business solutions, often workin...",Architecture,Microsoft Dynamics,Dynamics,Microsoft,Dynamic,,,,10 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Microsoft Dynamics Developer,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,"position, you will work with business and technical personnel to provide application ar...",developer,Microsoft Dynamics,Development,Dynamics,Microsoft,Dynamic,,,10 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Microsoft Dynamics Admin,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,A Dynamics 365 Administrator is to work with key stakeholders to determine their needs ...,Microsoft Dynamics Admin,Admin Activities,Administration,Microsoft,Microsoft Dynamics,Dynamic,Dynamics,,10 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Urgent Hiring For Senior Hybrid App Developer,Trawex Technologies,4.2,51  Reviews,4-8 Yrs,Not disclosed,Remote,"Trawex, The Worlds Leading Travel Technology Company looking for Senior Hybrid App Dev...",Ionic Framework,Angular Framework,Hybrid Mobile Application Development,Material Design,Phonegap,Hybrid Development,Mobile Application Development,Application Development,11 Days Ago,Engineering_Software_QA,4.0,,Remote
Urgent Hiring For PHP Web Developer,Trawex Technologies,4.2,51  Reviews,3-7 Yrs,Not disclosed,Remote,Working knowledge in API Integrations for E-commerce portals preferred,Codeigniter,PHP,Core PHP,Php Development,OOPS,MVC Framework,JSON,JQuery,11 Days Ago,Engineering_Software_QA,3.0,,Remote
Project Manager And Scrum Master,Aseuro Technologies,2.5,10  Reviews,7-9 Yrs,10-18 Lacs PA,Bengaluru,7-8 years experience Experience with managing simultaneous software development project...,Project Management,Scrum,JIRA,Project,Management,,,,11 Days Ago,Engineering_Software_QA,7.0,14.0,Bengaluru
Jr. Frontend Developer,Transverser Labs,,,1-4 Yrs,2-4 Lacs PA,Remote,This role involves providing technical support for software-related issues with a speci...,CSS,Javascript,HTML,Communication Skills,Logical Approach,MySQL,Problem Solving,Development,11 Days Ago,Engineering_Software_QA,1.0,3.0,Remote
ETL Developer/Talend Consultant,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,"ETL & Data Engineering Talend covering Data Integration, Talend Data Management Talend ...",Etl Development,Consulting,Talend,Development,ETL,,,,11 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Software Developer,Alter Domus,3.3,9  Reviews,3-8 Yrs,Not disclosed,Hybrid - Hyderabad,"Responsibilities:You will lead the design, development and maintenance of a cross-prod...",C#,.Net,React Native,React.Js,SQL,Development,Native,Software development,20 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Oracle Apps DBA - Mid/ Senior Level,Centroid,3.9,3  Reviews,8-13 Yrs,Not disclosed,Hybrid - Hyderabad,Oracle Apps DBA - Mid/ Senior Level- Full-timeRequired Skillset:8- 10+ years as an Ora...,Dataguard,RAC,Apps DBA,Performance Tuning,Scripting,Cloning,Patching,RMAN,25 Days Ago,Engineering_Software_QA,8.0,,Hyderabad
Gcp Data Engineer,Ortseam Technologies,,,4-8 Yrs,Not disclosed,Remote,Job Type: Remote (Night shift) Knowledge and experience on Cloud composer (or Airflow) ...,Airflow,Power Bi Reports,GCP,Bigquery,Snowflake,Data Engineering,Azure Cloud,Python,18 Days Ago,Engineering_Software_QA,4.0,,Remote
Senior Software Engineer - ROR,Cornerstone,3.8,83  Reviews,4-8 Yrs,Not disclosed,Hyderabad,"In this role you will...Design, build, and maintain efficient, reusable, and reliable R...",Ruby Rails,Java,Angularjs,React.Js,Python,Software,Ror,Rail,21 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
LEAD ETL Tester,Scalable Systems,3.2,30  Reviews,8-13 Yrs,Not disclosed,Remote,"We are seeking a highly skilled Lead ETL Tester to join our team. As a Lead ETL Tester,...",Power Bi,QuerySurge,Snowflake,Tosca Automation,Databricks,PySpark,Tableau,SQL Server,12 Days Ago,Engineering_Software_QA,8.0,,Remote
Sap Certified Consultant,Sita Corp,3.9,135  Reviews,1-3 Yrs,2.25-5 Lacs PA,Hyderabad(Madhapur),1. SAP Fico certified Consultant 2. SAP MM Certified Consultant,SAP FICO,SAP MM,Certified,SAP,FICO,SAP testing,MM,Consulting,12 Days Ago,Engineering_Software_QA,1.0,3.62,Hyderabad(Madhapur)
Delivery Technical Lead,Datacorn Services Llp,,,7-10 Yrs,20-25 Lacs PA,Remote,Technical Requirements sessions with customers Solution the requirements through config...,Java,Design Patterns,Data Presentation,Github,Requirement Gathering,Problem Solving,creating solutions,Business Analysis,12 Days Ago,Engineering_Software_QA,7.0,22.5,Remote
Python Full Stack Developer,Truminds Software Systems,3.9,70  Reviews,5-8 Yrs,Not disclosed,"Gurugram, Bengaluru","End to end solution architecture, design & development for web apps Knowledge of PKI in...",Architectural Design,Django,AWS,Python,Postgresql,Aws Infrastructure,MySQL,Javascript,12 Days Ago,Engineering_Software_QA,5.0,,Gurugram
DOT NET FULL Stack Developer Required For OUR MNC Client Immediately:-,Swathi Business Solutions,,,4-6 Yrs,Not disclosed,Hyderabad,For more details on the JD kindly logon to the URL Link below: https://www.swathisoluti...,REACT JS,ANGULAR,RESTFUL WEB API SERVICES,LATEST .NET FRAMEWORKS,DOT NET CORE,WORKFLOWS,OBJECT MODEL,FLUX,12 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Php Developer,Orbitouch Outsourcing,5.0,5  Reviews,5-10 Yrs,5-11 Lacs PA,Bengaluru,"PHP Developer , RESTful APIs In-depth knowledge of PHP, Laravel framework, Radis, and M...",Php Development,Laravel framework,Php Laravel,MySQL,PHP,Laravel,Radis,Development,12 Days Ago,Engineering_Software_QA,5.0,8.0,Bengaluru
Informatica Techno Functional Consultant,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,Conduct analysis to determine integration needs. - Bachelors degree-technical field (Co...,Informatica Techno Functional Consultant,Functional,Consulting,Informatica,Techno functional,Techno,,,12 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
DevOps Engineer For Top MNC,LRR Technologies,2.0,3  Reviews,10-12 Yrs,22.5-27.5 Lacs PA,Hybrid - Hyderabad,Education / Certifications . BE / BTech/MTech / MS degree in Computer Engineering or Co...,Jenkins,Azure,GitAction,Cicd Pipeline,AWS,Cloud,Top,Microsoft Azure,20 Days Ago,Engineering_Software_QA,10.0,25.0,Hyderabad
DOTNet Team Lead,CSS India Center,4.0,2  Reviews,5-7 Yrs,Not disclosed,Hyderabad,CSSI is hiring a DOTNET Team Lead for Hyderabad Location. Experience: 5 to 7 yearsTechn...,Team Leading,ASP.Net MVC,JQuery,C#,Web Api,Kendo Ui,Telerik,Web technologies,20 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Java Developer,National E-governance Services Limited,4.6,11  Reviews,2-4 Yrs,Not disclosed,Bengaluru,Around 2-4 years of experience in developing Java / J2EE based Web Applications with a ...,Java,jms,rest,spring mvc,jboss,web services,j2ee,hibernate,13 Days Ago,Engineering_Software_QA,2.0,,Bengaluru
Sdet Lead,Tortez Solutions,,,5-10 Yrs,22.5-37.5 Lacs PA,Bengaluru,"Developing Data driven, Keyword Driven test framework, CI/CD pipelines.3+ years of expe...",Jenkins,Tdd Bdd,Automation Framework,Jmeter Load Testing,SQL,Typescript,Automation Testing,Selenium,13 Days Ago,Engineering_Software_QA,5.0,30.0,Bengaluru
JAVA Backend Develoepr,Siddhi Softech,,,6-11 Yrs,7-15 Lacs PA,Bengaluru,"Spring boot , microservices Java 8/11 (Java 8 must) Microsoft Azure cloud Design patter...",microservices,spring boot,java 8,java 11,mongo,Postgres Database,rest api,azure cloud,13 Days Ago,Engineering_Software_QA,6.0,11.0,Bengaluru
Netsuite Technical Consultant,Wintech Services India Pvt Ltd,3.1,22  Reviews,5-10 Yrs,Not disclosed,Hyderabad,"5 years of hands-on experience as a NetSuite Administrator or Developer, implementing a...",Netsuite,Suitescript,Consulting,Technical,,,,,13 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
React.js- Frontend Developer - Immediate Joiner,Collective S,4.8,2  Reviews,3-6 Yrs,Not disclosed,Hyderabad,Experienced react.js developer to join front-end team & guide junior members Should hav...,Reactjs Workflows,Flux & Webpack,React.Js,Front end,Webpack,Frontend Development,Flux,Workflow,13 Days Ago,Engineering_Software_QA,3.0,,Hyderabad
Senior Full stack Java Engineer (WFH),Uplers,4.2,331  Reviews,7-9 Yrs,20-35 Lacs PA,Remote,"Shift : 10:00AM to 7:00PM IST Bachelors or Masters degree in Computer Science, Engineer...",Java,Java Application Development,Reacts Js,Agile Methodology,Confluence,Full Stack Application Development,Spring Boot,JIRA,18 Days Ago,Engineering_Software_QA,7.0,27.5,Remote
Sr. PHP Developer,G-rank,2.7,19  Reviews,3-4 Yrs,4.75-5.5 Lacs PA,Bengaluru,Minimum 3 years of experience in CMS development with proficiency in PHP. . Strong unde...,PHP framework,Laravel,Symfony,Bootstrap,PHP,CSS,Azure,HTML,17 Days Ago,Engineering_Software_QA,3.0,5.12,Bengaluru
Salesforce Lead,Prolifics Corporation,3.6,208  Reviews,8-11 Yrs,19-25 Lacs PA,"Hyderabad, Telangana","At Prolifics, we are currently implementing multiple solutions and we are looking to hi...",Sales Service Cloud,Salesforce Certification,Soql,Service Cloud,Process Builder,Validation Rules,Apex Classes,Sales,26 Days Ago,Engineering_Software_QA,8.0,22.0,Hyderabad
Salesforce Architect,Prolifics Corporation,3.6,208  Reviews,10-16 Yrs,27.5-32.5 Lacs PA (Including Variable: 7.0%),"Hyderabad, Telangana",CPQ and FSM and other SF Cloud products experience is an added advantageMinimum of 10+ ...,Service Cloud,RMA,Salescloud,Cloud,Salesforce Sales Cloud,Architecture,Salesforce,,26 Days Ago,Engineering_Software_QA,10.0,,Hyderabad
Senior Python Developer,Numino Labs,3.7,10  Reviews,5-10 Yrs,Not disclosed,"Hybrid - Bengaluru, Karnataka","Exp in AWS, such as Lambda, RDS, and DynamoDB, with a strong grasp of cloud computing c...",Python,NoSQL,Aws Cloud,Azure Functions,RDBMS,Azure Cloud,Django,Microsoft Azure,3 Days Ago,Engineering_Software_QA,5.0,,Bengaluru
Sr. Net Full Stack Developer,NB Healthcare Technologies,3.1,27  Reviews,7-12 Yrs,Not disclosed,Hyderabad(Madhapur +1),ROLE: SR.NET FULL STACK DEVELOPEREMPLOYMENT: FULLTIME100% WORK FROM OFFICEINTERVIEW TYP...,.Net core,React.Js,Azure,Web Api,Web technologies,Stack,Microsoft Azure,Full Stack,17 Days Ago,Engineering_Software_QA,7.0,,Hyderabad(Madhapur +1)
Immediate Full Stack  Preferred (Java+ Angular)@Hyderabad,RWS Group,3.9,203  Reviews,7-10 Yrs,Not disclosed,Hybrid - Hyderabad,"Preferred candidate profile . 7+ years of experience in Java / J2EE, Spring framework7+...",Java Fullstack,Angular,Java Development,Full Stack,Java,Java+,Development,Stack,20 Days Ago,Engineering_Software_QA,7.0,,Hyderabad
QA Engineer,Quasar,3.0,4  Reviews,4-8 Yrs,Not disclosed,Hybrid - Hyderabad,Job DescriptionWhat does a QA Engineer does at HogarthWe are seeking an experienced Qua...,Mobile Application Testing,CSS,Web Technologies,Selenium Webdriver,Mobile Testing,Automation Testing,HTML,Manual Testing,19 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
MernStack(ReactJS+NodeJS) Job Opportunity in Hyderabad on a FTE,Ispace,4.2,30  Reviews,6-11 Yrs,Not disclosed,Hybrid - Hyderabad,. 5+ years of experience building complex web applicationsPreferred candidate profile S...,Node.Js,React.Js,Mern Stack,Javascript,Mern,Stack,,,18 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
PHP Developer,Jireh Software,,,1-3 Yrs,"50,000-60,000 PA",Bengaluru,Database either MySQL or Oracle for queries. Candidate must have good knowledge of core...,Moodle,Wordpress CMS,Yii,PHP,Codeigniter,Core PHP,Joomla,CMS,13 Days Ago,Engineering_Software_QA,1.0,,Bengaluru
UI UX Designer,Vedic Systems,4.0,26  Reviews,4-8 Yrs,Not disclosed,Hyderabad,"Experience with design tools such as Adobe XD, Sketch, or Figma. Ability to translate d...",Figma,UX,UI,css,Adobe Xd,html,UX Design,Design,14 Days Ago,Engineering_Software_QA,4.0,,Hyderabad
Dot Net Developer,Karibettu,,,1-3 Yrs,2.5-4 Lacs PA (Including Variable: 20.0%),Bengaluru(Sahakara Nagar),"-Work with .Net, C#, ASP.Net, MVC, .Net Core, Web API, Visual Studio, JavaScript, Boots...",ASP.Net MVC,Web Api,LINQ,Net Mvc,Net Development,Asp.Net Core,Asp.Net Web Api,Entity Framework,14 Days Ago,Engineering_Software_QA,1.0,,Bengaluru(Sahakara Nagar)
Qliksense Developer,Comspark Innov And Infra,3.7,5  Reviews,3-8 Yrs,Not disclosed,Remote,"Expertise in Qlik Sense development, data modelling, data visualization, and infrastruc...",Data Visualizations,Mashup,Nprinting,Qlik Sense Development,Data Modeling,QlikView,Modeling,Development,14 Days Ago,Engineering_Software_QA,3.0,,Remote
Java Developer,Radiant Digital Solutions,4.5,12  Reviews,5-10 Yrs,Not disclosed,Hyderabad(Madhapur),Looking for a developer with 5-10yrs of exp into Java technologies. The skills include ...,Java,Hibernate,JSP Servlets,Struts,Spring,Servlets,JSP,Java Servlet,14 Days Ago,Engineering_Software_QA,5.0,,Hyderabad(Madhapur)
Informix Dynamic Server Administrator,Technoflair Solutions India,3.9,10  Reviews,5-10 Yrs,Not disclosed,Hybrid - Hyderabad,The Data Practice is the team made up of experts dedicated to Data centric offers (Data...,Database Administration,Informix Dynamic Server Administrator,Serv,Informix,Server,DBMS,Dynamic,Administration,14 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Software Engineer(MERN),Lowe's,4.2,672  Reviews,2-5 Yrs,Not disclosed,Hybrid - Bengaluru,"The ideal candidate will be proficient in both client and server-side development, cont...",Node.Js,React.Js,Javascript,MongoDB,,,,,12 Days Ago,Engineering_Software_QA,2.0,,Bengaluru
Embedded Firmware Engineer,BAeHAL,3.5,62  Reviews,3-8 Yrs,Not disclosed,Bengaluru(Old Airport Road),Preferred candidate profile . BE / BTech(ECE) with at least 3+ years of experience in F...,FPGA,Firmware,Embedded Firmware,Embedded systems,,,,,28 Days Ago,Engineering_Software_QA,3.0,,Bengaluru(Old Airport Road)
Multimedia Developer,Siddhi Softech,,,4-9 Yrs,7-15 Lacs PA,Bengaluru,"Coding, C, C++ Audio, Video, Image, camera & Streaming CONCEPTS Container formats , Par...",C++,CODING,STREAMING,GSTRAMER,Parsers,BITBUCKET,VIDEO,Container formats,15 Days Ago,Engineering_Software_QA,4.0,11.0,Bengaluru
Gecko/Browser developer,Siddhi Softech,,,4-9 Yrs,7-15 Lacs PA,Bengaluru,Coding Experience,GECKO,C++,WEBKIT,CODING,QT,BITBUCKET,LINUX,WAYLAND,15 Days Ago,Engineering_Software_QA,4.0,11.0,Bengaluru
Data Specialist,Databeat,4.3,11  Reviews,2-7 Yrs,4-8 Lacs PA,Hyderabad(Gachibowli),"The role requires data ingestion, processing and extraction of data to & from Hadoop Cl...",EDC,SQL Queries,Visualization Technologies,ETL Tool,Hive,Hadoop,Spark,ETL,11 Days Ago,Engineering_Software_QA,2.0,6.0,Hyderabad(Gachibowli)
SR. PHP Developer,Bizionic Technologies & Marketing Solutions,,,4-8 Yrs,Not disclosed,Hyderabad(Somajiguda),SR. PHP Developer:We are seeking a skilled PHP & Laravel Developer to join our team. I...,Php Laravel,Php Core,Php Programming,Laravel Php Framework,Php Development,Php Web Development,lara,PHP,18 Days Ago,Engineering_Software_QA,4.0,,Hyderabad(Somajiguda)
Senior Software Engineer RF Test Systems (C# .net).,Rohde & Schwarz,4.1,43  Reviews,3-4 Yrs,Not disclosed,Hybrid - Bengaluru,Bachelor / Masters in Electronics / Computer/ IT engineeringPreferred candidate profile...,C#,Dotnet Development,C++,rf,VC++,Radar,trm,TDM,25 Days Ago,Engineering_Software_QA,3.0,,Bengaluru
Senior Dotnet Developer,Planon,4.3,21  Reviews,5-8 Yrs,Not disclosed,Hybrid - Hyderabad,Are you passionate about shaping the core functionality that underpins all our softwa...,TypeScript,Microsoft .NET Core,Angular,Web API,Microsoft SQL Server,,,,20 Days Ago,Engineering_Software_QA,5.0,,Hyderabad
Technical Manager,Winning Edge,2.5,3  Reviews,10-14 Yrs,Not disclosed,Bengaluru,"Demonstrate excellent communication, leadership, critical thinking, collaboration andde...",AWS,Python,Java,Pyspark,Glue,RDBMS,CloudWatch,PostgreSQL,15 Days Ago,Engineering_Software_QA,10.0,,Bengaluru
Android Automotive OS Developer,Digiai Solutions,,,7-9 Yrs,Not disclosed,Bengaluru,NP : Immediate to 15th June below joiners ( Please dont consider who are not serving 30...,Android Automotive OS,Android Automotive OS Developer,Communication protocol,infotainment system,AAOS,Android,Communication skills,System,15 Days Ago,Engineering_Software_QA,7.0,,Bengaluru
Test Framework Developer,Digiai Solutions,,,6-8 Yrs,Not disclosed,Bengaluru,Experience in offering automation testing solutions as a platform serviceProven experie...,Test Framework,CANalyzer,CAPL,automation testing,SIL,CANoe,HIL,Test Framework Developer,15 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Servicenow Configuration Management Professional,Winning Edge,2.5,3  Reviews,6-9 Yrs,Not disclosed,Bengaluru,Bachelors degree in computer science or a technical equivalent6+ years of ServiceNow ex...,Servicenow,Configuration Management,software development,System Admin,Management,System administration,Development,Software,15 Days Ago,Engineering_Software_QA,6.0,,Bengaluru
Dot Net Developer,Evnek,,,6-8 Yrs,Not disclosed,Hyderabad,5 plus years of C#.Duration: 6 months Contract Role5 plus years of Object-Oriented Prog...,C#,Dot net,REST services,REST,Web API,APIs,Entity framework,API,15 Days Ago,Engineering_Software_QA,6.0,,Hyderabad
